DiaMesAno,HoraMinutosSegundos,Longitude,Latitude,Velocidade,Altitude,Satelites,GyroX,GyroY,GyroZ,AccX,AccY
2015-11-7,17-20-51,-34.84532,-7.13575,1.89,0.00,3,172.63,12.28,30.88,0.2,-0.12
2015-11-7,17-20-51,-34.84532,-7.13575,1.89,0.00,3,173.65,10.71,30.88,0.17,-0.1
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,173.73,10.10,30.88,0.17,-0.1
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,173.17,12.59,30.88,0.2,-0.11
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,173.42,11.24,30.88,0.18,-0.1
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,172.76,12.82,30.88,0.2,-0.11
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,172.40,13.45,30.88,0.22,-0.12
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,173.02,12.16,30.88,0.2,-0.11
2015-11-7,17-20-51,-34.84531,-7.13576,0.57,0.00,3,172.60,12.66,30.88,0.21,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.20,12.60,30.88,0.21,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.05,12.15,30.88,0.2,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.49,9.28,30.88,0.16,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.02,8.53,30.88,0.14,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.35,9.12,30.88,0.15,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.08,9.22,30.88,0.16,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.67,12.62,30.88,0.21,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.94,11.07,30.88,0.18,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.67,13.42,30.88,0.22,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.64,12.15,30.88,0.2,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.82,9.06,30.88,0.15,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.50,11.37,30.88,0.19,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.48,8.39,30.88,0.14,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.59,11.09,30.88,0.18,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.88,13.21,30.88,0.21,-0.09
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.73,14.77,30.88,0.23,-0.09
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.49,16.00,30.88,0.24,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.40,13.09,30.88,0.21,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.63,15.89,30.88,0.25,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.30,11.71,30.88,0.2,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.46,10.14,30.88,0.17,-0.09
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,175.50,9.69,30.88,0.16,-0.07
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.09,12.86,30.88,0.21,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.70,12.19,30.88,0.19,-0.08
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.20,12.98,30.88,0.21,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.20,14.13,30.88,0.22,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.99,10.09,30.88,0.16,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.67,13.25,30.88,0.21,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.71,10.84,30.88,0.17,-0.08
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.53,9.41,30.88,0.16,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.52,12.55,30.88,0.2,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.21,11.19,30.88,0.18,-0.09
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.69,8.40,30.88,0.14,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.53,6.81,30.88,0.12,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.21,9.48,30.88,0.16,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.10,11.67,30.88,0.19,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.53,8.99,30.88,0.15,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.09,10.58,30.88,0.18,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.65,13.78,30.88,0.22,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.23,10.05,30.88,0.16,-0.09
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,175.30,8.42,30.88,0.14,-0.08
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.43,7.75,30.88,0.14,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.50,12.57,30.88,0.21,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.37,9.10,30.88,0.16,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,171.49,11.97,30.88,0.2,-0.14
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.27,8.27,30.88,0.14,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.79,6.79,30.88,0.12,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.46,5.87,30.88,0.1,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.14,5.62,30.88,0.1,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.48,8.13,30.88,0.14,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.92,13.33,30.88,0.21,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,174.55,10.03,30.88,0.16,-0.09
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,175.81,9.70,30.88,0.16,-0.07
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.84,7.38,30.88,0.13,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.26,10.13,30.88,0.17,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,170.72,11.34,30.88,0.2,-0.16
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,170.77,11.01,30.88,0.19,-0.16
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,171.66,10.82,30.88,0.18,-0.14
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.07,11.00,30.88,0.19,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.07,10.68,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.65,11.19,30.88,0.19,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.79,10.48,30.88,0.17,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.03,10.58,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.19,10.56,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.28,10.65,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.99,11.07,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.84,11.05,30.88,0.18,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.15,10.71,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.28,10.70,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.59,10.57,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.54,10.28,30.88,0.17,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.51,10.85,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.48,11.04,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.89,12.23,30.88,0.2,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.32,10.57,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.80,12.32,30.88,0.2,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.63,12.37,30.88,0.2,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.02,11.41,30.88,0.19,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.21,10.48,30.88,0.17,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.99,10.71,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.28,10.63,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.18,10.61,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.28,10.67,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.14,11.04,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.31,10.69,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.25,10.44,30.88,0.18,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.09,10.33,30.88,0.17,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.38,10.38,30.88,0.17,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.37,10.33,30.88,0.17,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.58,9.68,30.88,0.16,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.52,10.24,30.88,0.17,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.24,9.14,30.88,0.15,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.85,9.61,30.88,0.16,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.49,11.20,30.88,0.18,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.53,10.95,30.88,0.18,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,171.73,13.12,30.88,0.19,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,172.48,12.42,30.88,0.19,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,168.48,14.31,30.88,0.2,-0.16
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,170.55,12.22,30.88,0.16,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,171.74,8.73,30.88,0.13,-0.12
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,170.23,16.17,30.88,0.22,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,169.95,17.76,30.88,0.26,-0.14
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,171.79,14.12,30.88,0.23,-0.13
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,168.32,15.47,30.88,0.21,-0.15
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.31,9.90,30.88,0.16,-0.11
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,176.22,8.77,30.88,0.15,-0.07
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,175.35,8.59,30.88,0.14,-0.08
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,173.41,7.89,30.88,0.12,-0.1
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,175.11,8.30,30.88,0.14,-0.08
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,169.82,13.72,30.88,0.19,-0.14
2015-11-7,17-20-51,-34.84532,-7.13576,0.57,51.80,5,171.01,13.95,30.88,0.2,-0.12
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,51.80,5,177.72,7.85,30.88,0.15,-0.04
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,51.80,5,176.97,9.12,30.88,0.15,-0.05
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,51.80,5,169.24,14.17,30.88,0.21,-0.15
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,51.80,5,173.45,10.62,30.88,0.17,-0.11
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,51.80,5,173.56,12.82,30.88,0.19,-0.09
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,173.21,7.92,30.88,0.11,-0.1
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,175.51,8.23,30.88,0.12,-0.07
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,174.67,8.62,30.88,0.13,-0.08
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,172.84,9.72,30.88,0.15,-0.11
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,172.36,7.21,30.88,0.13,-0.13
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,170.29,7.20,30.88,0.12,-0.16
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,169.92,7.83,30.88,0.15,-0.19
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,170.33,9.74,30.88,0.17,-0.16
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,172.05,4.09,30.88,0.08,-0.15
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,172.42,8.08,30.88,0.14,-0.13
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,171.39,8.57,30.88,0.15,-0.15
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,170.19,8.79,30.88,0.15,-0.16
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,171.79,9.04,30.88,0.15,-0.14
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,173.22,10.87,30.88,0.18,-0.11
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,174.57,10.32,30.88,0.18,-0.09
2015-11-7,17-20-58,-34.84532,-7.13575,0.06,57.60,5,174.48,10.25,30.88,0.18,-0.09
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,173.67,11.43,30.88,0.19,-0.11
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,173.82,10.95,30.88,0.18,-0.1
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,173.56,10.33,30.88,0.17,-0.11
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,174.10,10.12,30.88,0.17,-0.1
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,173.95,6.92,30.88,0.13,-0.11
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,171.28,9.20,30.88,0.16,-0.15
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,173.75,8.86,30.88,0.15,-0.1
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,174.06,10.77,30.88,0.18,-0.1
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,174.63,6.86,30.88,0.13,-0.1
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,174.93,6.76,30.88,0.12,-0.09
2015-11-7,17-20-59,-34.84532,-7.13575,0.02,57.60,5,171.13,11.60,30.88,0.19,-0.14
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.60,5,170.89,14.10,30.88,0.23,-0.15
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.60,5,172.66,13.51,30.88,0.23,-0.12
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,172.53,14.37,30.88,0.22,-0.11
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,172.16,13.83,30.88,0.21,-0.12
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,171.38,12.29,30.88,0.2,-0.14
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,172.26,6.37,30.88,0.1,-0.12
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,174.96,4.89,30.88,0.08,-0.08
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,174.81,5.74,30.88,0.11,-0.1
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,174.45,4.62,30.88,0.08,-0.1
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,173.66,5.28,30.88,0.1,-0.12
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,171.73,9.74,30.88,0.17,-0.14
2015-11-7,17-21-0,-34.84533,-7.13575,0.37,57.40,5,171.78,11.33,30.88,0.2,-0.14
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,57.90,5,173.28,10.42,30.88,0.19,-0.12
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,57.90,5,172.35,10.49,30.88,0.18,-0.13
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,57.90,5,172.88,10.92,30.88,0.18,-0.12
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,172.65,13.29,30.88,0.21,-0.11
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,170.13,16.71,30.88,0.24,-0.14
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,171.68,13.22,30.88,0.2,-0.12
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,176.66,10.65,30.88,0.18,-0.06
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,177.30,8.75,30.88,0.15,-0.05
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,176.39,10.83,30.88,0.19,-0.06
2015-11-7,17-21-1,-34.84533,-7.13574,0.37,58.10,5,173.71,11.55,30.88,0.19,-0.1
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.10,5,172.08,9.12,30.88,0.15,-0.13
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.10,5,175.30,5.87,30.88,0.11,-0.09
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,173.66,10.35,30.88,0.17,-0.1
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,173.80,11.71,30.88,0.2,-0.1
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,177.01,9.15,30.88,0.17,-0.06
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,176.88,10.64,30.88,0.18,-0.05
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,172.28,12.00,30.88,0.19,-0.12
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,170.28,12.71,30.88,0.2,-0.15
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,168.74,14.22,30.88,0.23,-0.18
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,168.41,12.28,30.88,0.19,-0.17
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,170.02,10.32,30.88,0.15,-0.14
2015-11-7,17-21-1,-34.84533,-7.13574,0.26,58.30,5,170.63,11.35,30.88,0.17,-0.14
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.50,5,170.42,11.29,30.88,0.18,-0.15
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.50,5,169.78,12.46,30.88,0.19,-0.15
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.50,5,171.39,14.96,30.88,0.21,-0.12
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.50,5,174.22,20.46,30.88,0.31,-0.08
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.50,5,169.20,21.02,30.88,0.3,-0.15
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.50,5,175.26,11.18,30.88,0.18,-0.07
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,176.28,9.45,30.88,0.15,-0.06
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,173.17,12.16,30.88,0.19,-0.11
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,174.60,9.19,30.88,0.17,-0.1
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,176.47,6.72,30.88,0.13,-0.07
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,176.07,8.62,30.88,0.17,-0.08
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,175.45,9.88,30.88,0.18,-0.08
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,172.95,9.89,30.88,0.15,-0.11
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,174.95,6.88,30.88,0.12,-0.09
2015-11-7,17-21-2,-34.84533,-7.13574,0.26,58.60,5,177.10,4.66,30.88,0.09,-0.06
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,174.11,7.00,30.88,0.11,-0.1
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,171.57,10.37,30.88,0.16,-0.12
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,175.32,7.09,30.88,0.12,-0.08
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.64,10.57,30.88,0.17,-0.1
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.12,11.46,30.88,0.18,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.16,11.35,30.88,0.18,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.00,11.31,30.88,0.19,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,172.76,11.31,30.88,0.18,-0.12
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,172.95,10.90,30.88,0.18,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.09,10.46,30.88,0.17,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.43,10.32,30.88,0.17,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.81,10.11,30.88,0.17,-0.1
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,174.02,9.85,30.88,0.17,-0.1
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,174.08,9.90,30.88,0.17,-0.1
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.65,11.13,30.88,0.19,-0.1
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.41,11.02,30.88,0.18,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.39,10.88,30.88,0.18,-0.11
2015-11-7,17-21-3,-34.84532,-7.13574,0.15,58.60,5,173.62,10.58,30.88,0.18,-0.11
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.51,11.18,30.88,0.18,-0.11
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.26,11.16,30.88,0.18,-0.11
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.16,11.13,30.88,0.18,-0.11
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,172.73,11.24,30.88,0.19,-0.12
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,172.92,11.69,30.88,0.19,-0.12
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.15,11.63,30.88,0.19,-0.11
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.57,10.70,30.88,0.18,-0.1
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.92,11.12,30.88,0.18,-0.1
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.97,10.73,30.88,0.17,-0.1
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.95,11.23,30.88,0.19,-0.1
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.82,11.03,30.88,0.19,-0.1
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,173.97,11.07,30.88,0.19,-0.1
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,172.99,10.70,30.88,0.18,-0.11
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,172.80,11.28,30.88,0.18,-0.12
2015-11-7,17-21-4,-34.84532,-7.13574,0.04,58.60,5,172.90,11.05,30.88,0.18,-0.12
2015-11-7,17-21-5,-34.84532,-7.13574,0.11,58.60,5,173.18,10.94,30.88,0.18,-0.11
2015-11-7,17-21-5,-34.84532,-7.13574,0.11,58.60,5,172.70,9.94,30.88,0.16,-0.12
2015-11-7,17-21-5,-34.84532,-7.13574,0.11,64.10,6,172.83,11.05,30.88,0.18,-0.12
2015-11-7,17-21-5,-34.84532,-7.13574,0.11,64.10,6,172.94,10.84,30.88,0.18,-0.11
2015-11-7,17-21-5,-34.84532,-7.13574,0.11,64.10,6,172.94,11.17,30.88,0.18,-0.11
2015-11-7,17-21-5,-34.84532,-7.13574,0.11,64.10,6,172.71,11.31,30.88,0.19,-0.12
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.18,10.77,30.88,0.18,-0.11
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.31,11.81,30.88,0.19,-0.11
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.30,11.57,30.88,0.19,-0.11
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.70,10.56,30.88,0.18,-0.1
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.19,11.97,30.88,0.2,-0.11
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.21,11.12,30.88,0.18,-0.11
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,173.41,10.47,30.88,0.17,-0.11
2015-11-7,17-21-6,-34.84531,-7.13574,0.02,64.10,6,172.97,11.74,30.88,0.19,-0.11
